feature_1,feature_2,feature_3,feature_4,feature_5,target
0.08704798844488704,2.426520272191215,1.1858537365820279,1.782523443573257,0.9358562732133267,1
-1.707592699486065,0.12232685425041723,-0.6046706810711319,-0.9055346205774397,-0.6926365262451257,0
-0.9815012937427028,0.5472135967122599,-1.3121353664586852,-1.022361184005937,0.8185100161420975,1
0.8058486073432896,-1.691909658322834,-2.8785098322830702,-0.47269977117412065,-0.3559659891797289,0
-0.13783380247892207,-3.2581494470220758,-1.7944198223281853,-2.8373726479472636,-0.770304165554472,1
-0.9052865027314736,-0.7255947824358213,-1.8102759935409154,-1.334632138438471,-0.23731860656555237,0
-1.5432944969483935,0.2690546782054344,2.294858199229857,-1.5930770029084211,0.16388649766734087,0
-1.4099859222574662,0.736795541333318,-1.7265771823056824,-0.7796908026105701,0.3397669365532212,0
-0.21671553325350013,2.4802836190237527,0.9882835401725966,-0.876070507781076,3.6228083854873936,0
-0.15577595794616594,-1.3610952188421648,-1.1915862704320241,-1.4179151318576801,-0.1333657966938273,1
-0.8677346834694807,-0.021463356816420344,-0.2867920088015282,-0.8943475274914084,0.025994116798844003,1
-1.7466114021583021,1.4121442212234787,0.7584596840976419,-0.5120754757108772,0.2566008825109479,0
-1.4307245429533804,1.643020317633319,1.583649383068166,-0.8778983841017938,1.2150813249792245,0
-0.5139464090326364,-1.6965501265112422,0.2493328478063449,-2.7484911028541505,0.40669762746706617,0
-2.1588834565198574,5.136906048596565,1.0653256408434897,1.6389249525458918,1.8717670394178514,0
-0.5622867684081112,0.49257043568065806,-0.12258365586084807,-0.5473176034909546,0.5847691747830432,1
-1.826210474486041,-1.2184101342718483,0.8783487815157144,-1.1684732643459919,-2.2810508868612964,0
-2.518775035767371,3.9868804534315947,2.375910419977881,0.34366550018364816,1.4027144500081021,0
-1.0500910529396417,1.238457821030579,0.43908559118263346,0.6910859633428115,-0.4810065231493099,1
-0.540881489981921,1.8500303750646596,1.4262587943216023,-1.4190092638126652,3.06552612975925,0
-2.421358310815684,2.423540330064799,-1.976797368192397,-0.14397386609901652,0.5649217683731904,0
-2.384667474508982,2.202358358822951,-0.9055776203319079,0.6528031756093038,-0.6393064963998387,0
-1.6988855211650278,1.456860448339209,0.7740381837402559,-0.2965067984620101,0.12346563148680478,0
-1.4533163104091769,-0.6108883006129322,-0.49703248181492854,-1.2987343635174091,-0.8669873978443565,0
-0.692654415347527,-0.3053838393568885,-1.766381013889822,-1.7839330192058347,0.9975541329747705,1
